監督名,年度,チーム,大会,試合数,勝,分,負,成績,URL
井原　正巳,95,32,46,14,4,5,5,126,https://data.j-league.or.jp/SFIX07/?staff_id=3402
井原　正巳,2009,柏*2,J1,2,0,1,1,16位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3402
井原　正巳,2015,福岡,J2,42,24,10,8,3位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3402
井原　正巳,2016,福岡,J1,17,2,5,10,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3402
井原　正巳,2016,福岡,J1,17,2,2,13,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3402
井原　正巳,2016,福岡,YLC,8,2,4,2,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3402
井原　正巳,2017,福岡,J2,42,21,11,10,4位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3402
井原　正巳,2018,福岡,J2,42,19,13,10,7位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3402
井原　正巳,2023,柏,J1,21,4,10,7,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3402
井原　正巳,2023,柏,YLC,2,0,0,2,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3402
井原　正巳,2024,柏,J1,38,9,14,15,17位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3402
井原　正巳,2024,柏,YLC,4,2,1,1,プレーオフラウンド敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3402
イバンチェビッチ,11,1,9,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=2154
イバンチェビッチ,2002,札幌,J1,8,1,0,7,16位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2154
イバンチェビッチ,2002,札幌,J1,3,0,1,2,16位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2154
今井　敏明,15,3,9,4,2,2,0,-,https://data.j-league.or.jp/SFIX07/?staff_id=1556
今井　敏明,2000,川崎Ｆ,J1,5,1,1,3,15位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1556
今井　敏明,2000,川崎Ｆ,J1,10,2,2,6,15位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1556
今井　敏明,2000,川崎Ｆ,YNC,4,2,2,0,準優勝,https://data.j-league.or.jp/SFIX07/?staff_id=1556
今井　雅隆,-,-,-,-,-,-,-,69,https://data.j-league.or.jp/SFIX07/?staff_id=402
今井　雅隆,2002,福岡,J2,21,7,7,7,8位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=402
今井　雅隆,2007,徳島,J2,48,6,15,27,13位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=402
今井　雅隆,2020,沼津,J3,34,12,5,17,12位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=402
今井　雅隆,2021,沼津,J3,28,7,6,15,14位/15チーム,https://data.j-league.or.jp/SFIX07/?staff_id=402
今井　雅隆,2022,沼津,J3,20,7,2,11,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=402
今矢　直城,-,-,-,1,0,0,1,-,https://data.j-league.or.jp/SFIX07/?staff_id=11101
今矢　直城,2025,栃木Ｃ,YLC,1,0,0,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=11101
今矢　直城,2025,栃木Ｃ,J3,31,19,6,6,2位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=11101
入江　徹,13,3,10,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=16760
入江　徹,2025,新潟,J1,13,0,3,10,20位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=16760
岩瀬　健,2,0,0,-,-,-,-,15,https://data.j-league.or.jp/SFIX07/?staff_id=9105
岩瀬　健,2018,柏,J1,2,2,0,0,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=9105
岩瀬　健,2021,大宮,J2,15,2,5,8,16位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=9105
岩政　大樹,44,16,12,9,3,2,4,25,https://data.j-league.or.jp/SFIX07/?staff_id=16808
岩政　大樹,2022,鹿島,J1,10,2,6,2,4位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=16808
岩政　大樹,2023,鹿島,J1,34,14,10,10,5位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=16808
岩政　大樹,2023,鹿島,YLC,8,3,2,3,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=16808
岩政　大樹,2025,札幌,YLC,1,0,0,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=16808
岩政　大樹,2025,札幌,J2,25,10,4,11,11位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=16808
植木　繁晴,77,-,39,14,4,3,7,214,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,1996,平塚,J,11,4,-,7,11位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,1997,平塚,J,16,10,-,6,4位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,1997,平塚,J,16,8,-,8,9位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,1997,平塚,YNC,6,2,2,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,1998,平塚,J,17,8,-,9,12位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,1998,平塚,J,17,8,-,9,12位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,1998,平塚,YNC,4,1,1,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,1999,山形,YNC,2,0,0,2,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,1999,山形,J2,36,15,4,17,7位/10チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,2000,山形,YNC,2,1,0,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,2000,山形,J2,40,11,2,27,10位/11チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,2006,草津,J2,48,9,15,24,12位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,2007,草津,J2,48,7,21,20,11位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1381
植木　繁晴,2008,草津,J2,42,13,14,15,9位/15チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1381
上田　栄治,15,0,12,2,0,1,1,74,https://data.j-league.or.jp/SFIX07/?staff_id=117
上田　栄治,1999,平塚,J1,15,3,0,12,16位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=117
上田　栄治,1999,平塚,YNC,2,0,1,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=117
上田　栄治,2004,湘南,J2,11,1,5,5,10位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=117
上田　栄治,2005,湘南,J2,44,13,15,16,7位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=117
上田　栄治,2006,湘南,J2,19,6,4,9,11位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=117
上野　展裕,-,-,-,8,2,3,3,88,https://data.j-league.or.jp/SFIX07/?staff_id=817
上野　展裕,2012,新潟*2,YNC,2,0,1,1,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=817
上野　展裕,2015,山口,J3,36,25,3,8,優勝/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=817
上野　展裕,2016,山口,J2,42,14,11,17,12位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=817
上野　展裕,2017,山口,J2,15,2,4,9,20位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=817
上野　展裕,2018,甲府,YLC,6,2,2,2,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=817
上野　展裕,2018,甲府,J2,31,14,6,11,9位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=817
上野　展裕,2021,鹿児島,J3,15,6,4,5,7位/15チーム,https://data.j-league.or.jp/SFIX07/?staff_id=817
上野　優作,-,-,-,1,0,0,1,-,https://data.j-league.or.jp/SFIX07/?staff_id=3706
上野　優作,2023,岐阜,J3,38,14,12,12,8位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3706
上野　優作,2024,岐阜,YLC,1,0,0,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3706
上野　優作,2024,岐阜,J3,18,7,5,6,8位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3706
上野山　信行,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=1033
上野山　信行,2021,讃岐,J3,2,0,0,2,15位/15チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1033
上村　健一,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=3517
上村　健一,2019,讃岐,J3,34,10,9,15,14位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3517
浮氣　哲郎,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=3665
浮氣　哲郎,2017,富山,J3,32,13,8,11,8位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3665
浮氣　哲郎,2018,富山,J3,10,2,0,8,11位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3665
浮嶋　敏,67,22,33,11,3,5,3,-,https://data.j-league.or.jp/SFIX07/?staff_id=3939
浮嶋　敏,2019,湘南,J1,6,1,2,3,16位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3939
浮嶋　敏,2020,湘南,J1,34,6,9,19,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3939
浮嶋　敏,2020,湘南,YLC,3,1,0,2,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3939
浮嶋　敏,2021,湘南,J1,27,5,11,11,16位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3939
浮嶋　敏,2021,湘南,YLC,8,2,5,1,プレーオフステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3939
内田　一夫,-,-,-,-,-,-,-,36,https://data.j-league.or.jp/SFIX07/?staff_id=849
内田　一夫,2010,甲府,J2,36,19,13,4,2位/19チーム,https://data.j-league.or.jp/SFIX07/?staff_id=849
内山　篤,33,8,14,6,3,1,2,-,https://data.j-league.or.jp/SFIX07/?staff_id=173
内山　篤,2007,磐田,J1,10,4,3,3,9位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=173
内山　篤,2008,磐田,J1,23,7,5,11,16位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=173
内山　篤,2008,磐田,YNC,6,3,1,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=173
ヴァレリー,30,0,17,6,3,1,2,-,https://data.j-league.or.jp/SFIX07/?staff_id=1885
ヴァレリー,2001,広島,J1,15,5,0,10,13位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1885
ヴァレリー,2001,広島,J1,15,8,0,7,3位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1885
ヴァレリー,2001,広島,YNC,6,3,1,2,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1885
江尻　篤彦,15,5,9,-,-,-,-,74,https://data.j-league.or.jp/SFIX07/?staff_id=1359
江尻　篤彦,2009,千葉,J1,15,1,5,9,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1359
江尻　篤彦,2010,千葉,J2,36,18,7,11,4位/19チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1359
江尻　篤彦,2019,千葉,J2,38,10,11,17,17位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1359
エスピノーザ,20,-,14,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=959
エスピノーザ,1997,Ｖ川崎,J,4,0,-,4,16位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=959
エスピノーザ,1997,Ｖ川崎,J,16,6,-,10,12位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=959
衛藤　元,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=5195
衛藤　元,2015,長野,J3,14,8,4,2,3位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=5195
エドゥ,74,-,35,1,0,-,1,-,https://data.j-league.or.jp/SFIX07/?staff_id=204
エドゥ,1994,鹿島,J,22,11,-,11,5位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=204
エドゥ,1994,鹿島,YNC,1,0,-,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=204
エドゥ,1995,鹿島,J,26,14,-,12,8位/14チーム,https://data.j-league.or.jp/SFIX07/?staff_id=204
エドゥ,1995,鹿島,J,26,14,-,12,6位/14チーム,https://data.j-league.or.jp/SFIX07/?staff_id=204
エメルソン　レオン,80,1,25,27,13,4,10,-,https://data.j-league.or.jp/SFIX07/?staff_id=68
エメルソン　レオン,1993,清水,J,18,10,-,8,4位/10チーム,https://data.j-league.or.jp/SFIX07/?staff_id=68
エメルソン　レオン,1993,清水,J,18,14,-,4,2位/10チーム,https://data.j-league.or.jp/SFIX07/?staff_id=68
エメルソン　レオン,1993,清水,YNC,7,5,-,2,準優勝,https://data.j-league.or.jp/SFIX07/?staff_id=68
エメルソン　レオン,1994,清水,J,22,16,-,6,2位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=68
エメルソン　レオン,1996,Ｖ川崎,J,18,13,-,5,7位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=68
エメルソン　レオン,1996,Ｖ川崎,YNC,16,8,4,4,準優勝,https://data.j-league.or.jp/SFIX07/?staff_id=68
エメルソン　レオン,2005,神戸,J1,4,1,1,2,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=68
エメルソン　レオン,2005,神戸,YNC,4,0,0,4,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=68
エリク　モンバエルツ,102,30,27,22,9,4,9,-,https://data.j-league.or.jp/SFIX07/?staff_id=6662
エリク　モンバエルツ,2015,横浜FM,J1,17,7,5,5,6位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=6662
エリク　モンバエルツ,2015,横浜FM,J1,17,8,5,4,5位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=6662
エリク　モンバエルツ,2015,横浜FM,YNC,6,2,0,4,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=6662
エリク　モンバエルツ,2016,横浜FM,J1,17,6,4,7,11位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=6662
エリク　モンバエルツ,2016,横浜FM,J1,17,7,8,2,7位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=6662
エリク　モンバエルツ,2016,横浜FM,YLC,10,4,4,2,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=6662
エリク　モンバエルツ,2017,横浜FM,J1,34,17,8,9,5位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=6662
エリク　モンバエルツ,2017,横浜FM,YLC,6,3,0,3,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=6662
エルスナー,-,-,-,6,0,1,5,-,https://data.j-league.or.jp/SFIX07/?staff_id=8013
エルスナー,1997,B仙台,YNC,6,0,1,5,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=8013
大石　篤人,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=5397
大石　篤人,2015,藤枝,J3,36,11,4,21,10位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=5397
大石　篤人,2016,藤枝,J3,30,14,3,13,7位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=5397
大石　篤人,2017,藤枝,J3,32,12,11,9,7位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=5397
大石　篤人,2018,藤枝,J3,17,6,3,8,16位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=5397
大石　篤人,2019,八戸,J3,34,14,6,14,10位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=5397
大岩　剛,90,20,20,10,3,4,3,-,https://data.j-league.or.jp/SFIX07/?staff_id=3907
大岩　剛,2017,鹿島,J1,22,16,3,3,2位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3907
大岩　剛,2017,鹿島,YLC,2,1,0,1,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3907
大岩　剛,2018,鹿島,J1,34,16,8,10,3位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3907
大岩　剛,2018,鹿島,YLC,4,1,2,1,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3907
大岩　剛,2019,鹿島,J1,34,18,9,7,3位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3907
大岩　剛,2019,鹿島,YLC,4,1,2,1,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3907
大榎　克己,39,9,22,6,2,0,4,-,https://data.j-league.or.jp/SFIX07/?staff_id=2209
大榎　克己,2014,清水,J1,17,4,3,10,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2209
大榎　克己,2015,清水,J1,17,3,4,10,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2209
大榎　克己,2015,清水,J1,5,1,2,2,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2209
大榎　克己,2015,清水,YNC,6,2,0,4,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2209
大木　武,98,18,50,21,9,4,8,466,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2002,甲府,J2,44,16,10,18,7位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2003,清水,J1,15,5,3,7,11位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2003,清水,J1,15,6,3,6,10位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2003,清水,YNC,4,2,1,1,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2005,甲府,J2,44,19,12,13,3位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2006,甲府,J1,34,12,6,16,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2006,甲府,YNC,6,2,2,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2007,甲府,J1,34,7,6,21,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2007,甲府,YNC,8,4,1,3,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2011,京都,J2,38,17,7,14,7位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2012,京都,J2,42,23,5,14,3位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2013,京都,J2,42,20,10,12,3位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2017,岐阜,J2,42,11,13,18,18位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2018,岐阜,J2,42,11,9,22,20位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2019,岐阜,J2,18,3,3,12,22位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2020,熊本,J3,34,16,6,12,8位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2021,熊本,J3,28,15,9,4,優勝/15チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2022,熊本,J2,42,18,13,11,4位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2023,熊本,J2,42,13,10,19,14位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2024,熊本,YLC,2,1,0,1,2回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2024,熊本,J2,38,13,7,18,12位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2025,熊本,YLC,1,0,0,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大木　武,2025,熊本,J2,32,9,7,16,16位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1821
大熊　清,93,16,42,20,5,7,8,117,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,1999,Ｆ東京,YNC,8,3,2,3,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,1999,Ｆ東京,J2,36,21,3,12,2位/10チーム,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2000,Ｆ東京,J1,15,8,0,7,6位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2000,Ｆ東京,J1,15,7,1,7,8位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2000,Ｆ東京,YNC,2,0,1,1,2回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2001,Ｆ東京,J1,15,8,0,7,9位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2001,Ｆ東京,J1,15,5,5,5,8位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2001,Ｆ東京,YNC,4,2,1,1,2回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2010,Ｆ東京,J1,11,4,3,4,16位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2011,Ｆ東京,J2,38,23,8,7,優勝/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2014,大宮,J1,22,3,7,12,16位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2014,大宮,YNC,6,0,3,3,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2015,Ｃ大阪,J2,1,1,0,0,4位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　清,2016,Ｃ大阪,J2,42,23,9,10,4位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=305
大熊　裕司,12,2,7,2,0,0,2,-,https://data.j-league.or.jp/SFIX07/?staff_id=1589
大熊　裕司,2014,Ｃ大阪,J1,12,3,2,7,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1589
大熊　裕司,2016,Ｃ大23,J3,30,8,8,14,12位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1589
大熊　裕司,2017,Ｃ大23,J3,32,8,11,13,13位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1589
大熊　裕司,2018,Ｃ大23,J3,32,13,7,12,7位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1589
大熊　裕司,2019,Ｃ大23,J3,34,16,4,14,6位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1589
大熊　裕司,2024,宮崎,YLC,1,0,0,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1589
大熊　裕司,2024,宮崎,J3,38,12,10,16,15位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1589
大熊　裕司,2025,宮崎,YLC,1,0,0,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1589
大熊　裕司,2025,宮崎,J3,30,15,8,7,5位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1589
